,job_id,employer_name,job_publisher,job_employment_type,job_description,job_title,job_city,job_state,job_country
1990,gNvH7GeU1EaYauZCAAAAAA==,Dexcom,Dexcom Careers,FULLTIME,"About Dexcom

Founded in 1999, Dexcom, Inc. (NASDAQ: DXCM), develops and markets Continuous Glucose Monitoring (CGM) systems for ambulatory use by people with diabetes and by healthcare providers for the treatment of people with diabetes. The company is the leader in transforming diabetes care and management by providing CGM technology to help patients and healthcare professionals better manage diabetes. Since the company’s inception, Dexcom has focused on better outcomes for patients, caregivers, and clinicians by delivering solutions that are best in class - while empowering the community to take control of diabetes. Dexcom reported full-year 2022 revenues of $2.9B, a growth of 18% over 2021. Headquartered in San Diego, California, with additional offices in the Americas, Europe, and Asia Pacific, the company employs over 8,000 people worldwide.

Meet the team:

The Infrastructure Engineering and CloudOps Team is a global organization that supports all critical infrastructure and cloud services with a security and automation first mindset and practice. The team is involved in many projects to improve our capabilities and services offered to the entire company. We lead the way in setting the standards and best practices for running and maintaining such platforms.

Where you come in:
• You will work with our Infrastructure Engineering team to develop, implement, optimize, and maintain on premises and cloud-based network solutions. (Specifically Extreme Networks and Palo Alto Firewalls.)
• You will be responsible for deploying and troubleshooting network stacks, educating teams on new network initiatives, and ensuring the security of the network infrastructure.
• You will identify the most optimal network solutions for our organization and maintain infrastructures in accordance with best practices and company security policies.
• A top-notch network engineer should have excellent troubleshooting skills, stay current with industry trends, and should be a team player.
• You will plans, designs, and implements wide-area network solutions between multiple platforms and protocols (SD-WAN).
• You will support/troubleshoot network issues and coordinates with vendors for installation of such items as wireless, firewalls, routers, and switches.
• You will conducts project planning/execution, cost analysis and vendor comparisons.
• You will identifies opportunities for automation and delivers outcomes that would significantly improve quality, time to market and operational efficiencies.
• Your will innovates to optimize the change, incident, and problem queues to meet and improve SLAs.
• You will identify and deliver technical and process improvements that helps in significantly improving availability.
• Your will develop workflows, process, and programmable automation procedures.

What makes you successful:
• The Network Engineer will focus on configuring, implementing, and supporting technologies that sustain the overall health and security of the network, the servers, and the LAN/WAN infrastructure of the organization.
• Configuration, deployment, management, and monitoring of:
• Network infrastructure devices, such as routing/switching (Cisco/Arista/Extreme), firewalls (Palo Alto, Cisco), and Network Access Control (Forescout/Extreme).
• Configuring routing protocols and other network technologies such as BGP, OSPF, EIGRP, VRF, SSL VPN, IPSEC, MPLS, QoS, STP, HSRP, VTP, Ether channel, WAN Acceleration, IPv4, IPv6, SD-WAN (Viptela)
• Knowledge of WAN technologies: OC-X, Ethernet, MPLS, SONET Knowledge of Public DNS Knowledge of Network Management (SNMP, MIB)
• Configuration of DMZ, IDS/IPS, Sniffers, Encryption, ACL's, 802.1x
• Knowledge of Wireless technologies (802.11a/b/g/n, WPA2, WLC, WAP)
• Knowledge of Remote Access Platforms, such as Cisco AnyConnect, Netskope Private Access, and Secure Web Gateway
• Knowledge of Virtual Servers and VMWare environment
• Knowledge of SAN/NAS Storage environment – NetApp, EMC: FC, NFS, NDMP, CIFS
• Knowledge of Systems Management/Monitoring – SolarWinds, MRTG, PRTG, Cisco Prime

What you’ll get: (this section should not be modified)
• A front row seat to life changing CGM technology. Learn about our brave #dexcomwarriors community.
• A full and comprehensive benefits program.
• Growth opportunities on a global scale.
• Access to career development through in-house learning programs and/or qualified tuition reimbursement.
• An exciting and innovative, industry-leading organization committed to our employees, customers, and the communities we serve.

#LI-Hybrid

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Dexcom. Only authorized staffing and recruiting agencies may use this site or to submit profiles, applications or resumes on specific requisitions. Dexcom does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to the Talent Acquisition team, Dexcom employees or any other company location. Dexcom is not responsible for any fees related to unsolicited resumes/applications.",Sr. Network Engineer,Maynila,NCR,PH
1991,2TLG8y6RXHRr1iNHAAAAAA==,British Council,British Council Careers,FULLTIME,"We support peace and prosperity by building connections, understanding and trust between people in the UK and countries worldwide.

We work directly with individuals to help them gain the skills, confidence and connections to transform their lives and shape a better world in partnership with the UK. We support them to build networks and explore creative ideas, to learn English, to get a high-quality education and to gain internationally recognised qualifications.

Working with people in over 200 countries and territories, we are on the ground in more than 100 countries. In 2021–22 we reached 650 million people.

Job Title: Programme Manager, Education (Philippines)

Pay band: 6 / G

Location this role could be based: Manila, Philippines

Department: Education

Contract type: Indefinite

Role Purpose

The role will:

• Implement programmes with a low level of complexity funded by British Council or by another client or funding mechanism

• Lead the successful delivery of a range of programmes or projects from start to finish including managing the contract or project plan, managing client or internal stakeholders, successfully achieving reporting and meeting compliance standards

• Provide integral operational management, often in a small to medium sized team; supporting successful development, delivery, impact (incl. MEL) and financial sustainability of a mixed portfolio of education partnerships, programmes or contracts at regional or global level

• Work within a larger programme or multi-country programme on a particular programme

• Deliver corporate or regional outcomes, ensuring value add and mutual UK benefit as well as compliance with published programme management standards across all areas of financial and operational risk

• Supports partner and stakeholder relations and can act as an account manager for a major client or stakeholder. The post holder supports business and partnership development working with the Country Director and the Education team.

• Work with colleagues across the East Asia region and in the UK to help deliver benefits in country from regional and globally led initiatives.

This role focuses on delivering the outcomes of our work on Higher Education and Science through a suite of global programmes and partnerships working with Higher Education institutions and governments in the UK and overseas, alumni, students interested in studying overseas and their influencers, summarised below:

Impact Areas

Higher Education and Science

Purpose/Outcomes

• Facilitating international higher education partnerships

• Promoting UK science and research

• Positioning the British Council as a creator and convenor of knowledge, insight and analysis about international education

• Creating development and networking opportunities for UK's international student alumni

• Promoting study in the UK

• Providing opportunities to study and work overseas

Main accountabilities

Relationship & Stakeholder management

• Has relationships with delivery partners and stakeholders within country and is able to procure services and contract delivery partners.

• Holds suppliers to account for delivering against contract.

• Build strong internal relationships and networks

Commercial and Financial Management

• Ensure sound financial planning, working closely with finance teams to ensure British Council and client financial year plans are up to date.

• Ensure accurate and timely monthly (re)forecasting is in place, by running regular reports in the SAP system on actuals, monitoring outstanding purchase orders, reviewing commitments, analysing and commenting on reasons for variances to plan and recommending corrective actions.

• Monitoring monthly finances, including correct expenditure, ensuring the P2P process is being followed and correcting any mis-postings or journals needed.

• Lead on British Council, partner or client reporting (including, with Finance Manager, financial reporting) and ensure reports are delivered on time, to budget and to a high standard.

• Compliance to BC financial policies and procedures.

Project Management

• Contributes to development of, owns and delivers on Project Management Plan

• Identifies risks in a project or programme and puts together mitigation strategies with SRO

• Responsible for internal and client, procurement, contracting, compliance and reporting pm

• Checks on and reports on compliance

• Manages procurement on a project/programme

• Responsible for data management including timely data entry, quality assurance of data, undertaking basic analysis of monitoring data, and developing progress reports to meet funding needs

• Undertaking programme-specific data collection as needed. This includes working with colleagues to identify indicators and tools for data collection, quality assuring all data, and undertaking basic analysis.

Business Development

• Supports the identification and development of professional networks, relationships and partnerships to increase the British Council’s impact and reputation.

• Ensures high quality and accurate pipeline data for country/pillar.

• Conducts specific pipeline and partner/competitor analysis to contribute to business development planning and prioritisation.

• Provides support with development of new business proposals, ensuring that internal and external professional standards are met.

EDI

• To actively contribute to an inclusive and anti-racist organisational culture, being aware of your own biases, and taking action to mitigate against these. Ensuring people feel valued and are treated equitably, with support for people’s well-being and mental health.

Role specific knowledge and experience

• Experience of managing projects from start to finish and familiarity with project life cycles.

• Proven experience of managing project finances and managing documents.

• Experience working in project or programme management.

• Experience of using technology in project delivery.

• Experience working in project or programme management.

• Confident user of information technology (Word; Excel; PowerPoint), Microsoft 365 functionality and working knowledge of British Council SAP system (or similar software)

• Experience of managing stakeholders

• Good understanding and experience of supporting monitoring and evaluation

Requirements
• Degree and/or digital equivalent experience
• Foundation level Project Management certificate would be desirable.
• The British Council systems and global processes operate in English. Written and verbal proficiency in English is required.
• The role may include occasional travel within the territory, region or internationally.

Additional Information

Conditions of Employment: Local Direct Hire
• Applications are welcomed from candidates currently in this location with a natural right to work.
• Applications are also welcomed from candidates currently based in other British Council country offices. However, please note candidates must have a natural right to work in the country, on a permanent basis, as immigration clearance and/or on-going visa support is NOT provided by the British Council for this role. Relocation support is also NOT provided.

Closing Date: Tuesday, 07 May 2024 at 23:59 Manila Time (GMT+8)

A connected and trusted UK in a more connected and trusted world.

Equality , Diversity, and Inclusion (EDI) Statement

The British Council is committed to policies and practices of equality, diversity and inclusion across everything we do. We support all staff to make sure their behaviour is consistent with this commitment. We want to address under representation and encourage applicants from under-represented groups, in particular, but not exclusively, on grounds of ethnicity and disability. All disabled applicants who meet the essential criteria are guaranteed an interview and we have Disability Confident Employer Status. We welcome discussions about specific requirements or adjustments to enable participation and engagement in our work and activities.

The British Council is committed to safeguarding children, young people and adults who we work with.

We believe that all children and adults everywhere in the world deserve to live in safe environments and have the right to be protected from all forms of abuse, maltreatment and exploitation as set out in article 19, UNCRC (United Nations Convention on the Rights of the Child) 1989.

Appointment to positions where there is direct involvement with vulnerable groups will be dependent on thorough checks being completed; these will include qualification checks, reference checks, identity & criminal record checks in line with legal requirements and with the British Council’s Safeguarding policies for Adults and Children.

If you have any problems with your application please email askhr@britishcouncil.org

Please note: Applications to this role can only be considered when made through the Apply section of our careers website. Our ‘ASK HR’ email is only to be used in case of a technical issue encountered when applying through the careers website. Emails with supporting statements and CV/Resumes sent to this email address will not be reviewed and will be deleted.","Programme Manager, Education",Taguig,NCR,PH
1992,_Skd86CSFpilIIuzAAAAAA==,Holland America Group,Holland America Group Careers - Pinpoint,TEMPORARY,"PCL - Hotel Inventory Manager - MMC

Department: Guest Svc

Employment Type: Fixed Term Contract

Location: Philippines - MMC

Reporting To: Food Beverage Director
Description
Set a course for adventure with Princess Cruises! The employer of choice in the cruise industry, our fleet of Love Boats offer exceptional facilities and extensive professional development and recreational programs for our valued teammates who hail from more than 60 countries around the globe.

An iconic brand beloved by millions, we love people who love what they do and work together to help our guests create a lifetime of wonderful memories while providing friendly, attentive and authentic service like only Princess can.

As a member of the Princess Family, you’ll enjoy a truly adventurous career with excellent incentives, unlimited opportunities for growth, and ports of call that will leave you breathless.

As Hotel Inventory Manager you will lead the Store Department in ensuring the physical security of all stores/provision areas while maintaining accurate records.

Key Responsibilities
• Responsibly ensures the physical security of all stores/provision areas. Always maintains accurate records.
• Regularly participates in physical inventories for all stores per corporate policies and procedures
• Timely and accurately investigates, records, and reports stock variances.
• Ensures the accuracy of Crunchtime about orders, receipts, adjustments, and consumptions.
• Ensures proper stock rotation procedures and storage methods are carried out to minimize loss.
• Fully understands and oversees defrost-cycles for all refrigerators and deep freezers; takes quick and appropriate action if a malfunction occurs.
• Carefully establishes the internal requisition schedule based on the length of the voyage and determines appropriate pick-up times and locations.
• Accurately prepares all Master Orders for hotel supplies including linen, uniforms, food, and beverages per the schedule provided by Corporate Purchasing.
• Regularly reviews preliminary and final PDF Purchase Orders sent to the vessel before loading; promptly reviews discrepancies with Corporate Purchasing and shipboard departments.
• Observes each crewmember’s performance using the role description as a guide and deliver prompt and appropriate correction, improvement, or reinforcement. Coaches and develops skilled, engaged team members to become the Consummate Host.
• Regularly circulates among front-of-house and back-of-house areas to resolve irregularities, problems, and special situations in which staff members require senior-level guidance or assistance.
• Maintains regular, clear, and effective communication with onboard Food and Beverage Management and other onboard departments.
• Acts as a Company representative and always portrays a positive image of Princess Cruises to all passengers, officers, and crew.

Skills, Knowledge & Expertise
• Degree in Hotel Management/Hospitality Management preferred although appropriate experience in lieu thereof is sufficient.
• Three (3) years experience in either a Provisioning or Controller capacity.
• Cruise ship experience and knowledge of Crunchtime are strongly recommended.
• Experience and knowledge in beverage operations, food production, and restaurant service within the hotel/cruise ship operations.
• Excellent leadership and effective communication skills.
• Fluent English language skills both verbal and written.
• Understanding of the foundation of guest service; ability and willingness to deliver outstanding service to our guests.
• Motivation to excel in all aspects of job duties and responsibilities.
• Personable communicator with outstanding social skills and a warm, friendly, and caring personality.
• Ability to continuously surprise and delight guests throughout their cruise experience.
• Commitment to establish and maintain courteous and professional working relationships in a diverse cultural environment.

Benefits
Regardless of the rank or role, we are all one Princess team. Princess Cruises is an equal opportunity employer. All qualified applicants will receive Princess Cruises offers many benefits. This position is afforded comfortable, single cabin accommodations, meals, exceptional amenities, and extensive learning and recreational programs available to all of our teammates.

Princess Cruises is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability or protected veteran status.",PCL - Hotel Inventory Manager - MMC,Maynila,NCR,PH
1993,QKvyO-p6xQk5V89FAAAAAA==,UnitedHealth Group,UnitedHealth Group,FULLTIME,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start Caring. Connecting. Growing together.

Positions in this function require various nurse licensure and certification based on role and grade level. Licensure includes RN and LPN/LVN, depending on grade level, with current unrestricted licensure in applicable state. These roles identify, coordinate, or provide appropriate levels of care under the direct supervision of an RN or MD. Function is responsible for clinical operations and medical management activities across the continuum of care (assessing, planning, implementing, coordinating, monitoring and evaluating). This includes case management, coordination of care, and medical management consulting. Function may also be responsible for providing health education, coaching and treatment decision support for members. Includes Health Coach, Health Educator, and Health Advocate roles that require an RN. *Employees in jobs labeled with ‘SCA’ must support a government Service Contract Act (SCA) agreement.

Primary Responsibility:
• Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so

Required Qualification:
• College Graduate - BS Nursing
• 2-3 years clinical experience. Preferably with voice BPO experience or has previously worked in the US
• Amenable to work onsite Makati

At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone–of every race, gender, sexuality, age, location and income–deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes — an enterprise priority reflected in our mission.

Diversity creates a healthier atmosphere: Optum is an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

Optum is a drug-free workplace. © 2024 Optum Global Solutions (Philippines) Inc. All rights reserved.",US Registered Nurse,Makati,NCR,PH
1994,jYQ6U6Nd_PBEOWlyAAAAAA==,Check Point Software,Check Point Careers,CONTRACTOR,"We are looking for a Major Account Manager to join our growing APAC Sales team.
As the world’s leading vendor of Cyber Security, facing the most sophisticated threats and attacks, we’ve assembled a global team of the most driven, creative and innovative people. At Check Point, our employees are redefining the security landscape by meeting our customers’ real-time needs and providing our cutting-edge technologies and services to an ever-growing customer base.If you want to make the world a safer place – you belong with us.","Major Account Manager , FSI - Philippines.",Maynila,NCR,PH
1995,O3n2RWfJExPghpjOAAAAAA==,Cardinal Health,Cardinal Health,FULLTIME,"Key Responsibilities:
• Responsible for end user support of the Genesys Cloud environment.
• Deliver excellent customer service to resolve customer issues, questions, or concerns regarding the Genesys Cloud platform.
• Document user support request in our ServiceNow helpdesk software.
• Ability to implement moves, adds, and changes within Genesys Cloud.
• Work with our Genesys Cloud support partner to escalate and resolve individual or system wide issues in a timely manner.
• Configure monitoring to proactively detect and alert on Genesys Cloud issues and errors.

Qualifications
• 0-2 years in a role supporting a CcaaS or CaaS platform.
• Experience troubleshooting Windows desktop issues
• Strong English communication, problem solving and analytical skills
• Bachelor’s Degree in related field or equivalent work experience

Desired Qualifications
• Genesys Cloud support experience.
• Genesys Cloud certifications.
• Knowledge of contact center technology and terminology.
• Knowledge of voice technologies like SIP and WebRTC.
• Knowledge of e-mail, chat, and SMS technologies.
• Experience in supporting capabilities for Omni-Channel – “queuing, routing, IVR, call recording, speech analytics, workforce management, chat and voicebots”

Candidates who are back-to-work, people with disabilities, without a college degree, and Veterans are encouraged to apply.

Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law.",Support Analyst – Genesys Cloud,Taguig,NCR,PH
1997,CkwMa3PqdeR4lrH9AAAAAA==,JPMC Candidate Experience page,JPMorgan Chase Login,FULLTIME,"Deliver first class business as part of our Fund Service Trade Operations.

As a Fund Accounting Analyst within our Fund Service Trade Operations, you will be responsible for ensuring high quality Net Asset Value delivery.

You will partner with other lines of business and offshore partners providing oversight and support of daily production, with an overall focus on accurate and timely delivery of daily Net Asset Values. You will work closely with global business partners and must be diligent, inquisitive and logistical when approaching daily oversight of the Net Asset Value production workflow.

Job responsibilities
• Produce accurate and timely Net Asset Values and assist management and global business partners with relevant inquiries
• Ensure global business partners meet agreed upon processing deadlines
• Coordinate with Client Service to resolve client inquiries as needed
• Follow all established procedures and controls towards goal of 100% accuracy and timeliness
• Assist on ad-hoc projects as needed
• Identify operational efficiencies and areas for improvement to reduce risk and become more efficient
• Develop a thorough knowledge of your client and the overall daily NAV production workflow

Required qualifications, capabilities, and skills
• Minimum of 2 years of experience in fund accounting
• With Accounting or Finance background; relevant coursework or internships will be considered as well",Fund Servicing Analyst - Fund Accounting Manila,,NCR,PH
1998,46oEJvSV5BqFILsqAAAAAA==,Verizon,Verizon Careers,FULLTIME,"When you join Verizon

Verizon is one of the world’s leading providers of technology and communications services, transforming the way we connect around the world. We’re a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together—lifting up our communities and striving to make an impact to move the world forward. If you’re fueled by purpose, and powered by persistence, explore a career with us. Here, you’ll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.

What you’ll be doing...

Based in Manila, you will be a team member of the Professional Services (Cyber Defense) practice and participate in the delivery of Advanced Security Operation Center (ASOC) and SIEM projects to our clients.

Your tasks will primarily consist of the deployment and administration of Splunk Components in a SIEM platform to allow for the creation and operation of various Use Cases for security incident response management relating the client’s IT environment. You will be working with a team of cyber security professionals in managing the various technologies used to support our Professional Security Services practice and customers.

What we’re looking for...

You’ll need to have:
• A bachelor's degree with three or more years of relevant SIEM work experience.
• Four or more years of relevant work experience in IT Security.
• Experience in the deployment of Splunk components in both project and BAU lifecycle stages of delivery
• Experience with automation, capacity planning, performance optimization, benchmarking, configuration management and continuous monitoring and delivery (may include experience using Vagrant, Puppet, Chef and Ansible)
• Experience in supporting and maintaining a complex multi cluster Splunk environment used to monitor infrastructure deployed across cloud and on-premise data centers
• Ability to perform complete Splunk environment installs
• Experience in Linux and networking is required.
• Understanding of enterprise systems administration (Linux preferred) and/or enterprise networking. Knowledge of protocols like TCP/IP, DNS, HTTP, and SMTP.
• Translate cyber security risks to SIEM use cases, using relevant data to increase the effectiveness of threat detection, response and recovery
• Champion SIEM automation, orchestration and data infusion utilizing security incidents, vulnerabilities, threat intelligence and other relevant sources
• Devise health check strategies on the components of Splunk and log source ingestion to enable SOC to perform these scheduled
• An excellent understanding of log ingestion and data normalization on the Splunk platform
• Problem-solving and communication skills
• One or more current Splunk Certifications mentioned below,
• Splunk Architect or Architect II (preferred)
• Splunk Certified Administrator
• Splunk Certified Sales Engineer or higher

Even better if you have one or more of the following:
• Possess a very high level of familiarity with the data architecture at the Forwarding, Indexing, and Search layers in the Customer environment – which event data is ingested from where, how does it get to where it is stored, and which fields are extracted from it at search time.
• Have expertise on configuration management used by the Splunk admin team, and, where possible, contribute to configuration changes.
• The ability to identify when a Splunk Event type is not ingested correctly from a Cyber Security Use Case perspective and how to fix the issue (e.g. UF, HF, TA, etc).
• Can validate that a log has been ingested correctly within Splunk and can be used by the aSOC when referring to current and future Cyber Security Use Cases.
• Devise health check strategies on the components of Splunk and log source ingestion to enable SOC to perform these scheduled

If Verizon and this role sound like a fit for you, we encourage you to apply even if you don’t meet every “even better” qualification listed above.

Where you’ll be working
In this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.

Scheduled Weekly Hours
40

Diversity and Inclusion

We’re proud to be an equal opportunity employer. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our diversity and inclusion page to learn more.",Security Consultant - IV,Muntinlupa,NCR,PH
2000,EyUIqHN2F-jmIz2OAAAAAA==,"Unilab, Inc.",Careers | Unilab,PERDIEM,"It is the spirit of Bayanihan that drives us to continue our legacy of excellence and commitment to care. As an organization, we achieve our successes through good, honest, and persevering hard work - TOGETHER. It is in this way in which our company was built; we progressed as the country's leading Pharmaceutical company, not by sheer luck, but by pure perseverance, integrity, and brotherhood. Grow with us, and be a part of the Bayanihan spirit.

Role Overview:
• Computes the monthly cash incentives and per diem of stakeholders by generating sales performance, applying amount based on the incentive table and by referring to in-base/OHB numbers set by operations management, leaves and conferences respectively including routing of approval
• Facilitates company vehicle requirements, collaterals such as fleetcards and other company assets for assignments/reassignments of new/old vehicles/other assets/U-Fame, its option to buy (OTB) by obtaining forms/documents, checking compliance, encoding in portal, routing for approval, shipment of units, coordination with corporate finance asset and PSG including the maintenance of a regularly updated database of movement.
• Processes corporate credit card expenses (C3S), disbursement voucher form (DVF) clearances and travel arrangements by checking the corporate compliance of receipts, sorting, batching, routing for approval, transmittal to CPAG, update on the AOE report and by booking hotel, transport, plane tickets, and cash advance respectively
• Processes MD and medical society honorarium by checking MD contracts, post activity reports, receipts and other requirements set by the company, routing for approval, monitoring and maintaining a record of acknowledgements receipts (AR) of checks and requests for monthly payment of third party service providers such as janitorial, maintenance, vehicle services, others and replenishes office supplies by encoding in 1SS
• Facilitates Price Authorization Form (PAF) and dispensing MD deal by encoding in 1SS, routing for approval, coordination to price master and assists on call reports by recording call lists/call cards, forwarding to PDBA and encoding of ADCs

We are committed to providing our employees with the best possible experience. As a LEARNING ORGANIZATION, we are eager to support your development and create the most fitting career path for you. As DESIGNERS AND DRIVERS OF INNOVATION, we are keen to provide you with opportunities to positively transform processes that will intensify business growth. As a NURTURING FAMILY, we are passionate about conducting programs that can promote your wellness, and help you be the best that you can be. As BELIEVERS OF OUR PURPOSE, we are and we will always remain earnest in giving meaningful tasks that will keep you delighted and fulfilled - at work and beyond.",ADMINISTRATIVE ASSISTANT,Mandaluyong,NCR,PH
2004,AR7UVgiYZ2iDD5MdAAAAAA==,Oracle,Oracle Account Sign In,FULLTIME,"Oracle Graduate Program – Consultant (ORMB)

Division: Oracle Revenue and Management Billing

Locations: Makati, Philippines

Work Arrangement: Hybrid (onsite & WFH)

Start Date: September 2024

About OracleOracle offers a fully integrated stack of cloud applications, platform services, and engineered systems. With more than 420,000 customers—including 100 of the Fortune 100—in more than 145 countries, Oracle provides a complete technology stack both in the cloud and in the data center. Oracle’s industry-leading cloud-based and on-premises solutions give customers complete deployment flexibility and unmatched benefits including application integration, advanced security, high availability, scalability, energy efficiency, powerful performance, and low total cost of ownership. For more information about Oracle (NYSE: ORCL), visit oracle.com.

About Oracle Revenue Management and Billing (ORMB)ORMB delivers best-in-class functionality for powerful relationship-based pricing and billing management, enabling financial institutions, payment processors, and healthcare payers to generate new sources of revenue. ORMB for Banking enables corporate and retail banks to balance product-based and relationship-centric pricing. ORMB for Payments enables traditional payment processors, card schemes, merchant acquirers, and disruptors to process a high volume of transactions. ORMB for Insurance provides a modern, rules-based system for billing, payment, and collections that increases revenue opportunities while reducing costs, improves customer service, provides sales channel support handles large group bills, and consolidates billing infrastructure. ORMB for HealthCare Payers helps healthcare payers capitalize on new markets, respond to legislation, and improve operational efficiency.

Career Level - IC1",Associate Consultant (ORMB) - Oracle PH Graduate Program,Makati,NCR,PH
